ID,Link_length_miles,Imputed
149,28123,0.31,False
150,26779,1.3,False
151,46433,0.43,False
152,36245,0.25,False
153,36186,0.19,False
154,27238,1.06,False
155,70188,0.19,False
156,56697,0.87,False
157,73642,0.19,False
158,37704,0.5,False
159,46792,0.5,False
160,36269,0.25,False
161,36436,0.81,False
162,8507,1.06,False
163,58160,0.43,False
164,7571,0.5,False
165,17535,0.31,False
166,7061,1.12,False
167,47729,0.81,False
168,58195,0.19,False
169,75400,0.25,False
170,56965,0.5,False
171,37264,2.67,False
172,7209,0.37,False
173,26672,1.12,False
174,56793,1.18,False
175,37773,0.12,False
176,38466,0.37,False
177,47249,0.43,False
178,6075,0.12,False
179,48687,0.06,False
180,16227,1.12,False
181,75338,0.06,False
182,70193,0.12,False
183,48552,0.62,False
184,56890,0.75,False
185,57664,0.31,False
186,18336,0.68,False
187,16737,0.56,False
188,46660,0.37,False
189,26432,0.68,False
190,56977,0.25,False
191,47506,2.55,False
192,6632,0.25,False
193,57235,0.31,False
194,46927,0.81,False
195,6897,0.5,False
196,7604,0.31,False
197,26185,0.19,False
198,56488,0.81,False
199,46201,0.25,False
200,6650,0.99,False
201,6807,2.11,False
202,48517,0.06,False
203,6630,0.56,False
204,56625,0.19,False
205,56079,0.31,False
206,36822,0.19,False
207,58165,0.19,False
208,7672,0.5,False
209,7717,0.25,False
210,6107,0.25,False
211,7538,1.37,False
212,57080,0.19,False
213,38567,0.19,False
214,37718,0.19,False
215,48543,0.31,False
216,37708,0.81,False
217,38631,0.19,False
218,8473,1.12,False
219,6190,0.06,False
220,18494,0.43,False
221,16102,0.56,False
222,56673,2.36,False
223,18604,0.31,False
224,6108,0.56,False
225,38592,0.19,False
226,6879,1.06,False
227,36110,0.25,False
228,17169,0.25,False
229,46268,0.56,False
230,39028,0.12,False
231,26923,3.04,False
232,57828,0.19,False
233,16841,0.25,False
234,75396,0.06,False
235,26911,0.43,False
236,6891,0.87,False
237,16070,1.12,False
238,47660,0.93,False
239,36669,0.5,False
240,17496,0.25,False
241,6749,0.62,False
242,48540,0.56,False
243,26899,0.99,False
244,73321,0.62,False
245,74021,0.12,False
246,8182,0.31,False
247,47788,0.5,False
248,6896,1.06,False
249,56939,0.25,False
250,17573,0.68,False
251,7562,1.74,False
252,56093,0.43,False
253,6643,1.18,False
254,18473,0.31,False
255,46788,0.37,False
256,7609,0.5,False
257,36852,3.6,False
258,16142,0.37,False
259,6152,0.37,False
260,16759,0.31,False
261,47246,1.24,False
262,36916,0.12,False
263,46786,0.56,False
264,16785,0.99,False
265,16634,0.93,False
266,7934,0.56,False
267,18460,0.19,False
268,75257,0.12,False
269,16616,0.56,False
270,17575,0.25,False
271,28878,1.74,False
272,48553,0.12,False
273,38148,0.25,False
274,36693,2.3,False
275,26646,0.5,False
276,36816,0.12,False
277,56694,1.06,False
278,37774,0.12,False
279,36804,0.5,False
280,17015,0.68,False
281,17429,2.36,False
282,47656,0.43,False
283,74972,0.06,False
284,8618,0.37,False
285,17640,0.43,False
286,56674,0.81,False
287,6625,0.25,False
288,6121,1.06,False
289,73565,0.06,False
290,56489,0.43,False
291,27239,0.56,False
292,36844,1.24,False
293,16621,0.31,False
294,27579,0.5,False
295,17637,0.19,False
296,28477,0.25,False
297,17915,0.37,False
298,27681,2.49,False
299,36662,0.25,False
300,16789,1.18,False
301,37649,1.3,False
302,6095,0.37,False
303,36928,1.62,False
304,16746,1.43,False
305,47785,0.25,False
306,70197,0.5,False
307,36218,0.81,False
308,56909,0.31,False
309,37541,0.93,False
310,17170,0.25,False
311,18465,0.06,False
312,48010,0.62,False
313,16631,1.24,False
314,26115,0.56,False
315,48573,0.68,False
316,16851,0.43,False
317,73573,0.19,False
318,38435,0.62,False
319,27673,1.3,False
320,36948,0.93,False
321,18077,0.06,False
322,75136,0.19,False
323,7558,0.87,False
324,56634,0.75,False
325,36187,0.12,False
326,37648,1.06,False
327,47730,0.62,False
328,36670,0.12,False
329,6782,0.62,False
330,28091,0.5,False
331,16403,0.12,False
332,16791,0.75,False
333,48549,0.12,False
334,48574,0.12,False
335,16108,0.43,False
336,48418,0.12,False
337,56431,0.06,False
338,17767,1.74,False
339,7570,0.56,False
340,17168,0.43,False
341,70189,0.19,False
342,73479,0.75,False
343,56508,0.06,False
344,37701,0.31,False
345,26906,0.93,False
346,47666,0.75,False
347,46188,0.37,False
348,36814,2.3,False
349,46789,1.18,False
350,36109,0.12,False
351,7790,2.67,False
352,56924,0.37,False
353,7472,1.49,False
354,28119,1.3,False
355,57173,0.37,False
356,58163,0.19,False
357,27236,0.5,False
358,73161,0.99,False
359,57359,0.19,False
360,28212,0.19,False
361,73304,0.12,False
362,36435,0.12,False
363,6890,0.75,False
364,26802,1.8,False
365,73640,0.06,False
366,56215,0.68,False
367,57690,0.06,False
368,38702,0.19,False
369,58172,0.62,False
370,48547,0.12,False
371,70180,0.56,False
372,26114,0.31,False
373,26651,0.19,False
374,7473,0.31,False
375,37266,0.37,False
376,38562,0.43,False
377,17172,0.25,False
378,36925,0.25,False
379,27242,0.43,False
380,48576,0.06,False
381,57902,0.06,False
382,58170,1.43,False
383,46922,1.12,False
384,8489,0.12,False
385,46838,0.5,False
386,46930,0.75,False
387,16434,1.55,False
388,37699,0.06,False
389,36952,1.37,False
390,16852,1.24,False
391,6638,1.43,False
392,18497,0.12,False
393,56990,0.5,False
394,16748,1.37,False
395,26648,2.67,False
396,56914,1.49,False
397,81032,0.25,False
398,36823,0.19,False
399,7518,1.74,False
400,27497,0.43,False
401,47658,1.12,False
402,58293,0.62,False
403,56869,0.43,False
404,47727,0.25,False
405,47667,0.43,False
406,7559,0.37,False
407,75271,0.5,False
408,48798,0.99,False
409,56626,0.68,False
410,56240,0.31,False
411,8477,0.62,False
412,75072,0.68,False
413,27783,0.93,False
414,56900,1.68,False
415,6644,0.5,False
416,46848,1.74,False
417,26833,0.43,False
418,38815,2.17,False
419,26649,0.12,False
420,75101,0.12,False
421,56811,0.37,False
422,17688,0.5,False
423,58175,0.12,False
424,36663,0.5,False
425,27660,0.43,False
426,37102,0.56,False
427,6634,0.62,False
428,26803,0.93,False
429,80722,0.87,False
430,8492,1.06,False
431,18461,0.12,False
432,6111,0.19,False
433,7635,2.17,False
434,37707,0.37,False
435,36681,1.3,False
436,8488,0.12,False
437,17461,1.8,False
438,17946,3.42,False
439,8754,1.68,False
440,27787,0.93,False
441,73568,0.06,False
442,27607,1.37,False
443,46653,0.43,False
444,36808,0.37,False
445,46908,1.8,False
446,75397,0.06,False
447,26433,0.37,False
448,47610,1.62,False
449,27491,0.37,False
450,56642,1.74,False
451,73681,0.19,False
452,16928,1.18,False
453,16613,0.25,False
454,57532,0.19,False
455,38363,1.43,False
456,16622,0.81,False
457,75332,0.12,False
458,16860,0.68,False
459,47096,0.68,False
460,8542,0.56,False
461,6199,1.62,False
462,16740,1.3,False
463,74971,0.19,False
464,36661,0.31,False
465,6871,0.12,False
466,18468,0.31,False
467,18454,0.12,False
468,28216,0.25,False
469,73799,0.87,False
470,17786,1.12,False
471,26918,0.99,False
472,27675,1.55,False
473,56506,0.37,False
474,56765,1.24,False
475,36278,0.25,False
476,47713,2.55,False
477,27241,0.06,False
478,47605,0.81,False
479,48579,0.19,False
480,73746,0.19,False
481,26658,0.75,False
482,75330,1.68,False
483,75135,0.31,False
484,16618,0.31,False
485,16787,0.68,False
486,28773,0.12,False
487,57910,0.19,False
488,57599,0.93,False
489,73820,0.62,False
490,8494,0.68,False
491,57083,2.11,False
492,27658,0.25,False
493,26078,0.37,False
494,46680,0.19,False
495,56691,0.12,False
496,57537,0.12,False
497,18478,0.81,False
498,36678,1.18,False
499,17274,1.24,False
500,46929,1.18,False
501,28534,2.11,False
502,48350,1.62,False
503,48537,0.19,False
504,56667,1.18,False
505,38270,0.12,False
506,26101,1.62,False
507,27075,0.25,False
508,28876,1.06,False
509,17769,0.25,False
510,8469,0.31,False
511,26798,0.12,False
512,38366,1.3,False
513,48548,0.31,False
514,76054,0.12,False
515,49029,1.06,False
516,6899,0.68,False
517,57079,1.3,False
518,17689,0.19,False
519,7237,0.5,False
520,8281,0.12,False
521,37646,0.68,False
522,6425,0.31,False
523,36947,0.31,False
524,47244,0.06,False
525,6777,0.19,False
526,18600,0.37,False
527,36940,1.37,False
528,38177,0.5,False
529,7611,0.68,False
530,28544,0.06,False
531,27490,1.3,False
532,38365,2.05,False
533,26788,0.75,False
534,58060,0.25,False
535,17023,0.81,False
536,46907,0.37,False
537,47081,0.19,False
538,26777,0.37,False
539,29037,1.18,False
540,17014,0.31,False
541,7716,0.12,False
542,75339,0.06,False
543,18046,0.19,False
544,27610,0.43,False
545,27695,2.05,False
546,37662,0.25,False
547,73641,0.12,False
548,73747,0.19,False
549,48250,0.06,False
550,6754,0.43,False
551,7890,1.74,False
552,7052,0.93,False
553,58328,0.5,False
554,7470,1.06,False
555,56774,0.19,False
556,6893,1.24,False
557,17009,0.12,False
558,38836,2.17,False
559,38570,0.06,False
560,6880,0.5,False
561,38600,0.75,False
562,17641,0.19,False
563,70190,0.12,False
564,8095,0.5,False
565,47500,0.25,False
566,38267,0.25,False
567,6119,0.19,False
568,38534,0.19,False
569,28319,0.31,False
570,16250,0.19,False
571,17756,1.37,False
572,47606,1.37,False
573,46095,0.25,False
574,73680,0.19,False
575,28504,0.25,False
576,17536,0.62,False
577,36120,0.81,False
578,8487,0.37,False
579,36119,0.68,False
580,59008,0.12,False
581,26900,0.31,False
582,17099,1.62,False
583,27734,0.56,False
584,28874,0.68,False
585,71006,0.56,False
586,76008,0.87,False
587,73616,0.43,False
588,46668,0.5,False
589,8090,1.37,False
590,99898,0.56,False
591,46658,0.56,False
592,57123,0.93,False
593,7601,0.12,False
594,7063,1.99,False
595,37734,1.06,False
596,48352,0.56,False
597,7715,0.19,False
598,48557,0.12,False
599,48159,0.75,False
600,47611,0.75,False
601,7210,0.99,False
602,6122,0.68,False
603,47579,0.75,False
604,56904,0.99,False
605,28496,0.19,False
606,17917,0.19,False
607,27913,2.05,False
608,26773,0.19,False
609,56274,0.43,False
610,57302,0.19,False
611,56099,0.19,False
612,16614,0.19,False
613,57274,1.68,False
614,47580,0.12,False
615,6892,0.56,False
616,6760,0.81,False
617,8480,0.19,False
618,36797,0.31,False
619,46279,1.06,False
620,6267,0.12,False
621,73047,1.43,False
622,71007,1.24,False
623,36676,0.68,False
624,16628,0.56,False
625,58392,3.23,False
626,28498,0.06,False
627,17749,2.11,False
628,57538,0.25,False
629,36918,0.25,False
630,17426,0.68,False
631,7796,0.43,False
632,18493,0.99,False
633,8081,0.43,False
634,17174,1.06,False
635,26641,0.25,False
636,48613,0.12,False
637,18463,0.12,False
638,75401,0.06,False
639,16870,0.37,False
640,47664,0.37,False
641,28536,0.06,False
642,48819,2.8,False
643,57008,1.55,False
644,26184,0.31,False
645,38630,0.06,False
646,16742,1.37,False
647,56665,0.37,False
648,70002,0.12,False
649,36793,0.37,False
650,26919,0.75,False
651,28510,0.19,False
652,27609,1.43,False
653,48683,0.06,False
654,46798,1.18,False
655,8582,0.75,False
656,18066,0.19,False
657,37193,2.92,False
658,38786,3.42,False
659,46211,2.42,False
660,6109,0.37,False
661,6657,1.43,False
662,56984,0.43,False
663,47501,0.87,False
664,58164,0.12,False
665,28542,0.56,False
666,27493,1.49,False
667,57117,0.62,False
668,16855,0.12,False
669,16859,0.99,False
670,56124,0.06,False
671,47944,0.81,False
672,28110,0.19,False
673,16641,1.3,False
674,9029,0.43,False
675,26271,1.3,False
676,16258,0.25,False
677,46656,0.25,False
678,75427,0.12,False
679,46846,1.3,False
680,75102,0.06,False
681,26795,0.06,False
682,18462,0.19,False
683,56958,0.87,False
684,17577,0.06,False
685,26180,2.67,False
686,48424,0.12,False
687,7051,0.31,False
688,17768,0.5,False
689,38701,0.06,False
690,6748,0.62,False
691,78151,1.18,False
692,56775,0.68,False
693,99902,1.3,False
694,6764,2.92,False
695,38769,0.06,False
696,17523,1.12,False
697,8376,0.12,False
698,73563,0.06,False
699,17425,0.68,False
700,26794,0.25,False
701,58173,0.37,False
702,46913,2.3,False
703,38575,0.19,False
704,18169,0.25,False
705,16840,0.31,False
706,74975,0.06,False
707,46909,1.37,False
708,17794,0.06,False
709,56069,0.5,False
710,7598,0.12,False
711,36829,1.74,False
712,7619,0.19,False
713,6770,0.37,False
714,46803,0.93,False
715,17567,0.12,False
716,17522,0.99,False
717,8472,0.25,False
718,7043,0.12,False
719,26828,1.62,False
720,7774,1.8,False
721,46915,3.29,False
722,36271,1.8,False
723,36939,0.81,False
724,99899,0.31,False
725,46669,0.62,False
726,26789,1.74,False
727,78394,0.75,False
728,38167,0.75,False
729,73555,0.06,False
730,28382,0.06,False
731,37636,0.75,False
732,36255,0.12,False
733,8083,0.43,False
734,6123,0.37,False
735,46794,0.68,False
736,28502,0.06,False
737,78406,0.75,False
738,26826,0.19,False
739,46834,0.81,False
740,8511,0.12,False
741,17614,1.93,False
742,17018,0.81,False
743,36945,0.37,False
744,7214,0.12,False
745,18268,0.06,False
746,8448,0.19,False
747,99896,0.81,False
748,28505,0.25,False
749,46897,0.37,False
750,75341,0.19,False
751,46671,0.99,False
752,38150,0.75,False
753,26776,0.06,False
754,18736,0.31,False
755,28506,0.06,False
756,37653,0.87,False
757,6805,1.93,False
758,18434,0.75,False
759,56916,0.5,False
760,46918,0.43,False
761,18459,0.06,False
762,47247,0.5,False
763,6648,0.37,False
764,78377,1.93,False
765,36815,1.06,False
766,38269,0.19,False
767,26912,1.3,False
768,18366,0.06,False
769,56159,0.62,False
770,47555,0.81,False
771,46822,4.04,False
772,7549,1.06,False
773,26429,0.25,False
774,58201,0.62,False
775,57349,0.31,False
776,6755,0.37,False
777,73478,0.37,False
778,37109,0.68,False
779,57373,0.19,False
780,58162,0.5,False
781,36832,0.87,False
782,17527,0.43,False
783,18492,0.37,False
784,56253,1.74,False
785,38437,0.12,False
786,36847,1.68,False
787,28535,0.06,False
788,6629,0.19,False
789,56982,0.5,False
790,57539,0.19,False
791,17574,0.12,False
792,75097,0.06,False
793,74973,0.12,False
794,46833,1.68,False
795,28796,0.5,False
796,56660,0.93,False
797,28673,1.8,False
798,46924,0.56,False
799,17586,0.87,False
800,6631,0.5,False
801,37719,0.56,False
802,36826,0.31,False
803,47784,0.25,False
804,28511,0.43,False
805,36470,0.31,False
806,8509,0.87,False
807,56588,0.68,False
808,81117,0.12,False
809,38572,0.25,False
810,46278,0.87,False
811,78344,0.37,False
812,57657,0.43,False
813,47708,1.43,False
814,48575,0.43,False
815,46916,0.19,False
816,28406,0.31,False
817,56630,0.87,False
818,47351,0.19,False
819,58323,0.19,False
820,7318,0.31,False
821,26782,0.93,False
822,74541,0.12,False
823,57234,3.23,False
824,46659,0.93,False
825,38368,0.19,False
826,6627,0.56,False
827,46799,0.81,False
828,18339,0.12,False
829,38568,0.19,False
830,6458,1.3,False
831,56711,1.93,False
832,26659,0.43,False
833,27340,1.12,False
834,56520,2.73,False
835,26670,2.36,False
836,16751,0.75,False
837,73053,1.24,False
838,18477,0.75,False
839,37112,0.68,False
840,37824,0.56,False
841,6763,0.56,False
842,73052,0.81,False
843,56897,1.43,False
844,6904,1.62,False
845,58089,1.74,False
846,38554,0.19,False
847,26146,0.12,False
848,26822,2.17,False
849,56433,0.19,False
850,38017,0.56,False
851,27264,0.19,False
852,57078,0.62,False
853,18664,0.19,False
854,56910,1.93,False
855,56683,1.55,False
856,38560,0.12,False
857,37383,0.5,False
858,26653,0.5,False
859,27341,0.25,False
860,57029,2.36,False
861,47245,0.25,False
862,56236,0.93,False
863,16783,1.43,False
864,18619,0.19,False
865,7613,0.37,False
866,26783,2.55,False
867,48544,0.12,False
868,37543,0.81,False
869,57507,0.68,False
870,73305,0.06,False
871,26279,0.37,False
872,16112,0.68,False
873,46111,0.99,False
874,56799,0.31,False
875,26797,0.87,False
876,73566,0.06,False
877,36942,0.75,False
878,56595,0.56,False
879,79998,0.87,False
880,26117,0.93,False
881,78375,1.74,False
882,6640,0.62,False
883,58182,0.37,False
884,38439,0.12,False
885,75071,0.12,False
886,58200,0.19,False
887,27672,0.81,False
888,56686,0.37,False
889,57668,0.5,False
890,73160,1.43,False
891,56955,0.25,False
892,26246,0.25,False
893,37829,0.19,False
894,57611,0.99,False
895,38326,0.81,False
896,48233,0.93,False
897,6886,0.12,False
898,38565,0.12,False
899,26665,1.24,False
900,70184,0.43,False
901,27960,0.25,False
902,6649,0.5,False
903,46801,0.5,False
904,75255,0.12,False
905,48249,0.12,False
906,16626,1.18,False
907,29009,0.25,False
908,70195,0.25,False
909,26921,0.99,False
910,6895,0.12,False
911,46256,2.92,False
912,28539,0.12,False
913,56308,0.5,False
914,75098,0.06,False
915,36831,0.68,False
916,36930,0.75,False
917,38555,0.06,False
918,27785,0.19,False
919,16111,1.55,False
920,18452,0.06,False
921,47665,0.19,False
922,16863,0.43,False
923,46845,0.5,False
924,57681,0.5,False
925,46832,0.56,False
926,16140,0.5,False
927,6216,0.12,False
928,6758,0.37,False
929,56786,0.75,False
930,46662,1.86,False
931,48821,0.81,False
932,6188,0.56,False
933,28861,0.81,False
934,73054,1.43,False
935,56751,0.19,False
936,75099,0.06,False
937,75095,0.12,False
938,8481,0.06,False
939,26787,1.37,False
940,81118,0.06,False
941,36150,0.12,False
942,7215,0.87,False
943,36692,0.93,False
944,36934,1.62,False
945,56699,1.43,False
946,17600,1.18,False
947,17969,4.1,False
948,48578,0.12,False
949,57775,1.06,False
950,58130,0.75,False
951,36810,0.62,False
952,26913,0.19,False
953,75080,0.06,False
954,78392,1.06,False
955,57734,0.31,False
956,27237,0.75,False
957,74022,0.06,False
958,38165,0.43,False
959,36817,1.24,False
960,37121,1.3,False
961,73166,0.99,False
962,18488,0.56,False
963,46818,0.68,False
964,37637,2.24,False
965,46110,0.12,False
966,36111,0.12,False
967,56187,2.17,False
968,38532,0.37,False
969,17024,1.12,False
970,71010,0.43,False
971,46806,0.93,False
972,16768,1.06,False
973,56830,0.43,False
974,36813,0.37,False
975,26181,0.37,False
976,27863,1.06,False
977,27722,1.3,False
978,57564,0.56,False
979,48703,0.31,False
980,47943,0.56,False
981,16743,0.87,False
982,46154,0.5,False
983,26656,1.93,False
984,16203,0.5,False
985,57755,0.19,False
986,16110,0.43,False
987,38563,0.56,False
988,36798,0.5,False
989,73159,1.06,False
990,71009,0.56,False
991,80930,1.99,False
992,99908,2.17,False
993,36851,0.43,False
994,26806,1.49,False
995,27505,0.93,False
996,46787,0.75,False
997,6816,2.49,False
998,46469,0.31,False
999,46839,0.19,False
1000,56899,0.19,False
1001,16643,0.56,False
1002,74797,0.06,False
1003,28852,6.46,False
1004,28513,0.06,False
1005,71179,0.12,False
1006,36213,3.04,False
1007,18467,0.19,False
1008,46666,1.3,False
1009,8478,0.19,False
1010,6456,0.5,False
1011,18490,0.06,False
1012,36819,2.11,False
1013,74630,0.31,False
1014,56592,0.12,False
1015,18611,0.06,False
1016,80844,0.93,False
1017,36799,0.43,False
1018,37709,0.12,False
1019,36667,0.56,False
1020,46664,0.75,False
1021,28381,0.19,False
1022,99905,2.05,False
1023,39035,0.81,False
1024,27674,0.75,False
1025,36147,5.84,False
1026,56186,0.43,False
1027,46246,0.43,False
1028,57652,0.19,False
1029,8380,0.31,False
1030,46199,0.75,False
1031,78369,0.43,False
1032,16239,2.3,False
1033,74475,0.31,False
1034,59030,0.43,False
1035,36148,0.31,False
1036,18686,0.68,False
1037,78387,1.43,False
1038,27615,0.5,False
1039,58192,0.37,False
1040,56144,0.87,False
1041,7563,0.43,False
1042,57911,0.12,False
1043,26903,0.19,False
1044,46663,0.68,False
1045,37107,0.75,False
1046,18738,0.25,False
1047,17636,2.24,False
1048,58351,0.62,False
1049,28523,0.93,False
1050,57904,0.12,False
1051,99907,1.12,False
1052,28768,1.06,False
1053,26808,0.19,False
1054,46815,1.49,False
1055,73165,0.5,False
1056,74976,0.06,False
1057,8359,0.12,False
1058,46933,0.56,False
1059,37268,0.12,False
1060,73617,0.37,False
1061,48726,0.62,False
1062,57656,0.5,False
1063,27093,1.55,False
1064,16090,0.06,False
1065,26645,0.12,False
1066,16772,0.37,False
1067,26785,0.43,False
1068,48009,0.12,False
1069,28514,0.12,False
1070,73162,0.62,False
1071,8167,2.24,False
1072,47604,0.19,False
1073,57536,0.12,False
1074,27240,0.5,False
1075,17673,1.18,False
1076,56632,0.56,False
1077,48572,1.24,False
1078,73225,0.12,False
1079,46681,0.43,False
1080,17580,0.75,False
1081,36955,2.36,False
1082,6785,0.75,False
1083,26434,2.42,False
1084,56636,0.93,False
1085,56094,0.25,False
1086,37267,0.31,False
1087,38179,0.06,False
1088,7791,0.56,False
1089,56619,0.68,False
1090,48449,0.06,False
1091,18436,0.25,False
1092,6905,0.99,False
1093,38433,0.12,False
1094,56467,0.19,False
1095,17576,0.43,False
1096,99748,0.43,False
1097,7050,0.43,False
1098,26660,0.5,False
1099,56227,0.43,False
1100,48129,0.62,False
1101,58445,0.25,False
1102,37120,0.68,False
1103,56708,0.75,False
1104,56898,0.43,False
1105,48426,0.12,False
1106,7776,0.99,False
1107,36853,0.99,False
1108,75314,0.06,False
1109,26796,1.06,False
1110,73322,1.06,False
1111,26461,0.81,False
1112,37822,0.99,False
1113,99428,0.37,False
1114,70182,0.31,False
1115,48702,0.12,False
1116,75345,0.12,False
1117,26887,0.93,False
1118,56110,0.25,False
1119,78148,2.86,False
1120,75291,0.12,False
1121,37702,0.06,False
1122,38683,0.75,False
1123,70178,0.25,False
1124,37106,0.43,False
1125,17008,0.12,False
1126,47659,0.37,False
1127,26925,0.43,False
1128,58198,0.75,False
1129,26920,0.31,False
1130,36113,1.3,False
1131,78308,0.68,False
1132,78393,1.01,False
1133,6870,0.31,False
1134,28214,0.25,False
1135,8381,0.06,False
1136,6459,0.31,False
1137,26781,1.12,False
1138,27668,0.31,False
1139,28517,0.12,False
1140,46811,0.37,False
1141,7801,1.62,False
1142,8577,0.68,False
1143,37270,0.56,False
1144,78386,0.56,False
1145,46076,1.43,False
1146,28474,0.56,False
1147,6804,0.93,False
1148,58090,0.25,False
1149,56759,1.3,False
1150,7572,1.37,False
1151,36279,0.5,False
1152,58193,1.18,False
1153,57086,0.25,False
1154,78117,1.3,False
1155,57736,1.06,False
1156,36310,1.55,False
1157,79999,0.31,False
1158,38189,0.43,False
1159,8087,0.93,False
1160,36660,0.56,False
1161,37542,0.19,False
1162,58282,0.12,False
1163,58369,0.87,False
1164,17175,1.06,False
1165,16784,0.87,False
1166,6773,0.56,False
1167,75096,0.12,False
1168,16861,0.5,False
1169,78403,0.25,False
1170,18346,0.12,False
1171,58178,0.06,False
1172,28379,0.25,False
1173,56929,0.12,False
1174,17620,1.43,False
1175,58118,0.19,False
1176,48131,0.37,False
1177,70174,0.31,False
1178,28509,0.12,False
1179,75132,0.12,False
1180,28766,0.62,False
1181,46805,1.18,False
1182,58168,0.19,False
1183,28210,0.12,False
1184,8470,0.31,False
1185,56757,0.19,False
1186,56117,0.25,False
1187,46817,0.37,False
1188,16197,0.99,False
1189,56097,0.56,False
1190,28118,0.19,False
1191,58232,0.25,False
1192,57361,0.19,False
1193,73838,0.12,False
1194,57115,0.81,False
1195,18605,0.62,False
1196,73558,0.12,False
1197,8354,0.12,False
1198,17021,1.06,False
1199,27671,0.56,False
1200,17525,0.37,False
1201,46910,0.31,False
1202,7213,0.19,False
1203,26272,1.37,False
1204,73567,0.12,False
1205,8285,0.19,False
1206,28092,0.06,False
1207,58156,0.43,False
1208,17578,0.25,False
1209,28497,0.19,False
1210,47505,2.17,False
1211,73003,0.12,False
1212,6778,2.11,False
1213,7889,1.18,False
1214,16741,1.18,False
1215,38593,0.5,False
1216,7060,0.31,False
1217,58167,0.12,False
1218,57705,0.37,False
1219,70192,0.25,False
1220,6769,1.37,False
1221,8525,0.19,False
1222,37538,1.68,False
1223,73657,0.12,False
1224,75129,0.06,False
1225,38561,0.25,False
1226,8482,1.12,False
1227,7478,2.05,False
1228,18151,0.62,False
1229,36827,0.31,False
1230,7770,0.68,False
1231,16625,1.18,False
1232,37118,0.37,False
1233,74908,0.06,False
1234,8493,1.24,False
1235,46923,0.93,False
1236,17816,0.93,False
1237,6767,0.12,False
1238,26909,0.12,False
1239,18455,0.12,False
1240,6639,0.31,False
1241,56613,0.37,False
1242,16766,0.37,False
1243,47596,0.19,False
1244,17511,1.55,False
1245,27081,0.93,False
1246,78399,1.18,False
